,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
895,699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.2,8,39.7,832.9,1/28/2019,17:47,Credit card,793.3,4.8,39.7,4.2
896,781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.7,7,21.3,446.4,1/18/2019,16:23,Ewallet,425.2,4.8,21.3,5.0
897,409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.3,6,14.2,297.8,2/5/2019,10:17,Cash,283.6,4.8,14.2,8.8
898,725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,30.0,629.2,3/2/2019,13:50,Cash,599.2,4.8,30.0,5.3
899,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.0,9,15.8,331.1,2/9/2019,19:17,Ewallet,315.4,4.8,15.8,4.6
900,377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.8,9,20.2,423.7,1/14/2019,14:00,Credit card,403.6,4.8,20.2,7.5
901,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,46.0,4,9.2,193.1,2/9/2019,12:02,Ewallet,183.9,4.8,9.2,5.1
902,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.7,5,6.9,145.6,3/26/2019,20:21,Credit card,138.7,4.8,6.9,4.2
903,865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.5,7,4.0,84.7,1/28/2019,17:35,Cash,80.7,4.8,4.0,8.1
904,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.3,2,5.8,122.5,2/14/2019,12:42,Ewallet,116.6,4.8,5.8,6.0
905,118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.4,4,15.7,329.2,3/24/2019,17:56,Cash,313.5,4.8,15.7,7.9
906,450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.6,10,42.3,888.4,2/9/2019,18:58,Credit card,846.1,4.8,42.3,8.8
907,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.9,5,20.7,435.1,3/24/2019,14:08,Credit card,414.4,4.8,20.7,6.6
908,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.5,2,8.0,167.0,3/27/2019,16:30,Ewallet,159.1,4.8,8.0,6.2
909,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.0,10,24.5,514.6,1/27/2019,10:44,Credit card,490.1,4.8,24.5,4.2
910,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.2,3,4.4,91.8,3/27/2019,20:29,Credit card,87.5,4.8,4.4,7.3
911,151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.1,4,11.2,235.7,1/19/2019,11:43,Ewallet,224.5,4.8,11.2,8.6
912,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.1,8,37.2,782.2,2/7/2019,10:09,Cash,745.0,4.8,37.2,6.8
913,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.3,8,20.5,431.3,1/31/2019,10:00,Ewallet,410.7,4.8,20.5,7.6
914,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.9,313.7,2/25/2019,18:45,Cash,298.8,4.8,14.9,5.8
915,717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.5,6,10.6,223.6,2/2/2019,12:40,Cash,212.9,4.8,10.6,4.1
916,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.9,1,2.1,45.0,3/14/2019,15:36,Credit card,42.9,4.8,2.1,9.3
917,749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.7,4,18.9,397.6,3/11/2019,12:04,Cash,378.7,4.8,18.9,6.8
918,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,69.0,3,10.3,217.3,2/22/2019,11:26,Ewallet,206.9,4.8,10.3,8.7
919,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.3,3,3.9,82.7,3/2/2019,12:36,Ewallet,78.8,4.8,3.9,6.3
920,246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.8,9,16.1,338.2,3/10/2019,15:06,Credit card,322.1,4.8,16.1,5.1
921,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.4,6,4.9,103.1,2/8/2019,10:58,Cash,98.2,4.8,4.9,7.0
922,838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.7,2,1.3,26.7,2/22/2019,12:10,Credit card,25.5,4.8,1.3,5.2
923,887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.1,7,29.1,611.1,1/10/2019,10:31,Credit card,582.0,4.8,29.1,6.6
924,457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.2,6,10.6,221.9,3/14/2019,13:49,Ewallet,211.3,4.8,10.6,6.5
925,226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.8,4,2.8,57.9,1/10/2019,11:10,Ewallet,55.1,4.8,2.8,9.0
926,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.3,1,4.4,92.7,2/15/2019,17:38,Credit card,88.3,4.8,4.4,5.2
927,397-25-8725,A,Yangon,Member,Female,Health and beauty,39.6,9,17.8,374.4,1/13/2019,17:54,Credit card,356.6,4.8,17.8,6.8
928,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.3,9,39.7,834.0,2/15/2019,20:51,Credit card,794.3,4.8,39.7,7.6
929,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.3,2,2.5,53.2,3/2/2019,19:26,Ewallet,50.6,4.8,2.5,7.2
930,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.9,6,30.0,629.5,3/24/2019,13:33,Ewallet,599.5,4.8,30.0,7.1
931,756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.4,2,8.3,175.0,2/2/2019,14:05,Credit card,166.7,4.8,8.3,9.5
932,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.4,10,37.2,781.6,2/27/2019,11:40,Ewallet,744.4,4.8,37.2,5.1
933,458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.1,7,22.4,471.0,1/20/2019,12:27,Ewallet,448.6,4.8,22.4,7.6
934,501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.2,6,18.9,397.8,1/3/2019,20:24,Ewallet,378.9,4.8,18.9,9.8
935,235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.7,3,12.9,270.0,1/24/2019,20:59,Ewallet,257.2,4.8,12.9,5.1
936,433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.9,7,27.6,579.8,1/5/2019,19:48,Ewallet,552.2,4.8,27.6,7.5
937,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.5,5,22.4,469.8,3/30/2019,10:18,Cash,447.4,4.8,22.4,7.4
938,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.1,3,13.8,290.1,2/17/2019,16:27,Cash,276.3,4.8,13.8,4.2
939,500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.3,6,17.2,360.9,3/21/2019,17:04,Ewallet,343.7,4.8,17.2,5.9
940,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.5,4,13.3,279.4,3/2/2019,18:14,Ewallet,266.1,4.8,13.3,6.9
941,702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.8,9,44.9,943.3,3/27/2019,10:43,Cash,898.4,4.8,44.9,6.6
942,809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.7,10,22.8,479.6,1/19/2019,19:30,Ewallet,456.8,4.8,22.8,5.7
943,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.8,5,12.7,266.6,2/19/2019,14:53,Credit card,254.0,4.8,12.7,5.3
944,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.1,7,3.5,74.1,3/28/2019,20:14,Cash,70.6,4.8,3.5,4.2
945,489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.9,7,32.9,690.0,1/5/2019,11:51,Credit card,657.2,4.8,32.9,7.3
946,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.3,2,8.4,176.9,3/26/2019,14:13,Credit card,168.5,4.8,8.4,5.3
947,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.8,1,2.7,56.5,2/3/2019,20:13,Ewallet,53.8,4.8,2.7,4.7
948,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.8,5,9.0,188.0,2/6/2019,18:44,Ewallet,179.1,4.8,9.0,7.9
949,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.4,8,10.6,222.0,2/24/2019,14:26,Ewallet,211.4,4.8,10.6,8.9
950,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.9,3,6.0,125.7,2/21/2019,12:40,Ewallet,119.7,4.8,6.0,9.3
951,305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.3,69.0,1/9/2019,18:43,Ewallet,65.7,4.8,3.3,4.7
952,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.9,4,12.6,264.0,2/25/2019,13:22,Ewallet,251.4,4.8,12.6,8.7
953,784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.0,4,4.2,88.4,1/13/2019,13:58,Cash,84.2,4.8,4.2,7.6
954,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.9,6,19.8,415.2,2/9/2019,11:45,Cash,395.5,4.8,19.8,5.7
955,846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.6,7,14.9,312.9,1/6/2019,11:51,Cash,298.0,4.8,14.9,6.8
956,577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.5,9,22.7,477.1,1/10/2019,17:16,Cash,454.4,4.8,22.7,5.4
957,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.0,6,13.8,289.9,2/7/2019,15:55,Cash,276.1,4.8,13.8,7.1
958,867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,1/9/2019,12:07,Cash,158.0,4.8,7.9,7.8
959,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.7,9,44.4,932.3,2/19/2019,15:07,Cash,887.9,4.8,44.4,8.4
960,256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,92.0,1,4.6,96.6,3/18/2019,15:29,Cash,92.0,4.8,4.6,9.8
961,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.9,2,2.1,43.9,2/5/2019,18:45,Cash,41.8,4.8,2.1,9.8
962,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.8,16.3,3/19/2019,15:23,Credit card,15.5,4.8,0.8,7.4
963,364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.8,3,14.5,305.0,3/30/2019,20:37,Cash,290.5,4.8,14.5,6.7
964,794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.3,2,3.3,70.0,1/26/2019,14:41,Credit card,66.7,4.8,3.3,6.4
965,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.3,2,3.8,80.4,3/2/2019,18:18,Credit card,76.5,4.8,3.8,5.8
966,558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,15.0,314.7,3/4/2019,15:27,Ewallet,299.7,4.8,15.0,7.2
967,195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.0,3,12.2,255.2,1/13/2019,12:55,Credit card,243.0,4.8,12.2,9.3
968,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.4,49.8,3/25/2019,18:02,Cash,47.4,4.8,2.4,9.5
969,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.5,5,8.6,181.1,3/11/2019,19:44,Credit card,172.5,4.8,8.6,9.0
970,746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.6,10,42.3,888.6,1/1/2019,11:36,Credit card,846.3,4.8,42.3,9.0
971,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.9,7,12.9,271.3,2/10/2019,13:51,Ewallet,258.4,4.8,12.9,6.7
972,452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.1,7,30.5,640.0,1/26/2019,15:17,Cash,609.6,4.8,30.5,5.5
973,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.1,3,12.0,252.3,2/11/2019,15:29,Cash,240.2,4.8,12.0,5.4
974,744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.1,2,8.6,180.9,2/7/2019,17:59,Cash,172.3,4.8,8.6,8.2
975,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.9,2,5.0,104.8,3/6/2019,11:55,Credit card,99.8,4.8,5.0,7.0
976,221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.7,4,14.9,313.6,3/4/2019,10:39,Cash,298.6,4.8,14.9,8.5
977,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,8.0,167.6,2/26/2019,15:10,Ewallet,159.6,4.8,8.0,4.9
978,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.5,1,1.3,26.7,3/10/2019,18:10,Credit card,25.5,4.8,1.3,5.1
979,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.8,1,3.4,71.2,2/4/2019,20:43,Credit card,67.8,4.8,3.4,6.5
980,728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.6,4,11.9,250.3,1/19/2019,12:46,Cash,238.4,4.8,11.9,9.8
981,809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.2,4,11.6,244.2,1/23/2019,17:44,Cash,232.6,4.8,11.6,8.4
982,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.5,9,43.9,921.2,3/14/2019,14:19,Ewallet,877.3,4.8,43.9,7.4
983,148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,100.0,7,35.0,734.7,1/23/2019,10:33,Cash,699.7,4.8,35.0,6.1
984,189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.4,7,33.7,708.3,1/9/2019,11:40,Cash,674.6,4.8,33.7,6.0
985,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.7,5,15.9,334.5,2/7/2019,19:30,Ewallet,318.6,4.8,15.9,8.5
986,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.8,2,1.5,31.0,2/18/2019,14:42,Ewallet,29.5,4.8,1.5,4.3
987,552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,1/3/2019,19:08,Credit card,496.0,4.8,24.8,6.2
988,267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.3,10,41.2,864.6,3/29/2019,19:12,Ewallet,823.4,4.8,41.2,4.3
989,430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.4,8,30.1,633.1,1/28/2019,15:46,Credit card,603.0,4.8,30.1,8.4
990,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.6,5,14.1,296.9,3/22/2019,19:06,Credit card,282.8,4.8,14.1,4.5
991,602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,1/24/2019,18:10,Ewallet,766.0,4.8,38.3,6.0
992,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.0,2,5.8,121.9,3/10/2019,20:46,Ewallet,116.1,4.8,5.8,8.8
993,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.5,10,8.7,183.6,2/22/2019,18:35,Ewallet,174.9,4.8,8.7,6.6
994,652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,61.0,1,3.0,64.0,2/18/2019,11:40,Ewallet,61.0,4.8,3.0,5.9
995,233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.4,1,2.0,42.4,1/29/2019,13:46,Ewallet,40.4,4.8,2.0,6.2
996,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.4,10,48.7,1022.5,3/2/2019,17:16,Ewallet,973.8,4.8,48.7,4.4
997,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.8,1,1.6,33.4,2/9/2019,13:22,Cash,31.8,4.8,1.6,7.7
998,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.8,1,3.3,69.1,2/22/2019,15:33,Cash,65.8,4.8,3.3,4.1
999,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.3,7,30.9,649.3,2/18/2019,13:28,Cash,618.4,4.8,30.9,6.6
